,year,month,day,cycle,trend
821,2015,4,21,401.46,399.21
822,2015,4,22,401.48,399.22
823,2015,4,23,401.49,399.22
824,2015,4,24,401.51,399.23
825,2015,4,25,401.53,399.24
826,2015,4,26,401.54,399.24
827,2015,4,27,401.56,399.25
828,2015,4,28,401.57,399.26
829,2015,4,29,401.59,399.26
830,2015,4,30,401.60,399.27
831,2015,5,1,401.61,399.28
832,2015,5,2,401.62,399.28
833,2015,5,3,401.63,399.29
834,2015,5,4,401.64,399.29
835,2015,5,5,401.65,399.30
836,2015,5,6,401.65,399.31
837,2015,5,7,401.66,399.32
838,2015,5,8,401.66,399.32
839,2015,5,9,401.66,399.33
840,2015,5,10,401.66,399.34
841,2015,5,11,401.66,399.34
842,2015,5,12,401.66,399.35
843,2015,5,13,401.65,399.36
844,2015,5,14,401.65,399.36
845,2015,5,15,401.64,399.37
846,2015,5,16,401.63,399.38
847,2015,5,17,401.62,399.38
848,2015,5,18,401.60,399.39
849,2015,5,19,401.59,399.40
850,2015,5,20,401.57,399.40
851,2015,5,21,401.55,399.41
852,2015,5,22,401.53,399.42
853,2015,5,23,401.51,399.42
854,2015,5,24,401.48,399.43
855,2015,5,25,401.45,399.44
856,2015,5,26,401.42,399.44
857,2015,5,27,401.39,399.45
858,2015,5,28,401.36,399.46
859,2015,5,29,401.32,399.47
860,2015,5,30,401.28,399.47
861,2015,5,31,401.24,399.48
862,2015,6,1,401.20,399.49
863,2015,6,2,401.15,399.49
864,2015,6,3,401.11,399.50
865,2015,6,4,401.06,399.51
866,2015,6,5,401.01,399.51
867,2015,6,6,400.95,399.52
868,2015,6,7,400.90,399.53
869,2015,6,8,400.84,399.54
870,2015,6,9,400.79,399.54
871,2015,6,10,400.73,399.55
872,2015,6,11,400.66,399.56
873,2015,6,12,400.60,399.56
874,2015,6,13,400.54,399.57
875,2015,6,14,400.47,399.58
876,2015,6,15,400.40,399.59
877,2015,6,16,400.33,399.59
878,2015,6,17,400.26,399.60
879,2015,6,18,400.19,399.61
880,2015,6,19,400.12,399.61
881,2015,6,20,400.05,399.62
882,2015,6,21,399.97,399.63
883,2015,6,22,399.90,399.64
884,2015,6,23,399.82,399.64
885,2015,6,24,399.74,399.65
886,2015,6,25,399.66,399.66
887,2015,6,26,399.59,399.67
888,2015,6,27,399.51,399.67
889,2015,6,28,399.43,399.68
890,2015,6,29,399.35,399.69
891,2015,6,30,399.27,399.70
892,2015,7,1,399.19,399.70
893,2015,7,2,399.11,399.71
894,2015,7,3,399.03,399.72
895,2015,7,4,398.95,399.73
896,2015,7,5,398.87,399.73
897,2015,7,6,398.79,399.74
898,2015,7,7,398.72,399.75
899,2015,7,8,398.64,399.76
900,2015,7,9,398.56,399.76
901,2015,7,10,398.48,399.77
902,2015,7,11,398.41,399.78
903,2015,7,12,398.33,399.79
904,2015,7,13,398.26,399.79
905,2015,7,14,398.18,399.80
906,2015,7,15,398.11,399.81
907,2015,7,16,398.04,399.82
908,2015,7,17,397.97,399.82
909,2015,7,18,397.90,399.83
910,2015,7,19,397.83,399.84
911,2015,7,20,397.77,399.85
912,2015,7,21,397.70,399.85
913,2015,7,22,397.64,399.86
914,2015,7,23,397.58,399.87
915,2015,7,24,397.52,399.88
916,2015,7,25,397.46,399.89
917,2015,7,26,397.40,399.89
918,2015,7,27,397.35,399.90
919,2015,7,28,397.29,399.91
920,2015,7,29,397.24,399.92
921,2015,7,30,397.19,399.92
922,2015,7,31,397.14,399.93
923,2015,8,1,397.09,399.94
924,2015,8,2,397.05,399.95
925,2015,8,3,397.00,399.96
926,2015,8,4,396.96,399.96
927,2015,8,5,396.92,399.97
928,2015,8,6,396.88,399.98
929,2015,8,7,396.85,399.99
930,2015,8,8,396.81,400.00
931,2015,8,9,396.78,400.00
932,2015,8,10,396.75,400.01
933,2015,8,11,396.72,400.02
934,2015,8,12,396.69,400.03
935,2015,8,13,396.67,400.04
936,2015,8,14,396.65,400.04
937,2015,8,15,396.62,400.05
938,2015,8,16,396.60,400.06
939,2015,8,17,396.59,400.07
940,2015,8,18,396.57,400.08
941,2015,8,19,396.56,400.08
942,2015,8,20,396.54,400.09
943,2015,8,21,396.53,400.10
944,2015,8,22,396.52,400.11
945,2015,8,23,396.52,400.12
946,2015,8,24,396.51,400.13
947,2015,8,25,396.51,400.13
948,2015,8,26,396.50,400.14
949,2015,8,27,396.50,400.15
950,2015,8,28,396.51,400.16
951,2015,8,29,396.51,400.17
952,2015,8,30,396.51,400.17
953,2015,8,31,396.52,400.18
954,2015,9,1,396.53,400.19
955,2015,9,2,396.54,400.20
956,2015,9,3,396.55,400.21
957,2015,9,4,396.56,400.22
958,2015,9,5,396.58,400.22
959,2015,9,6,396.59,400.23
960,2015,9,7,396.61,400.24
961,2015,9,8,396.63,400.25
962,2015,9,9,396.65,400.26
963,2015,9,10,396.67,400.27
964,2015,9,11,396.70,400.27
965,2015,9,12,396.72,400.28
966,2015,9,13,396.75,400.29
967,2015,9,14,396.78,400.30
968,2015,9,15,396.81,400.31
969,2015,9,16,396.84,400.32
970,2015,9,17,396.87,400.33
971,2015,9,18,396.90,400.33
972,2015,9,19,396.94,400.34
973,2015,9,20,396.98,400.35
974,2015,9,21,397.01,400.36
975,2015,9,22,397.05,400.37
976,2015,9,23,397.10,400.38
977,2015,9,24,397.14,400.39
978,2015,9,25,397.18,400.39
979,2015,9,26,397.23,400.40
980,2015,9,27,397.28,400.41
981,2015,9,28,397.32,400.42
982,2015,9,29,397.37,400.43
983,2015,9,30,397.42,400.44
984,2015,10,1,397.48,400.45
985,2015,10,2,397.53,400.46
986,2015,10,3,397.58,400.46
987,2015,10,4,397.64,400.47
988,2015,10,5,397.70,400.48
989,2015,10,6,397.76,400.49
990,2015,10,7,397.82,400.50
991,2015,10,8,397.88,400.51
992,2015,10,9,397.94,400.52
993,2015,10,10,398.00,400.53
994,2015,10,11,398.06,400.54
995,2015,10,12,398.13,400.54
996,2015,10,13,398.20,400.55
997,2015,10,14,398.26,400.56
998,2015,10,15,398.33,400.57
999,2015,10,16,398.40,400.58
1000,2015,10,17,398.47,400.59
1001,2015,10,18,398.54,400.60
1002,2015,10,19,398.61,400.61
1003,2015,10,20,398.68,400.62
1004,2015,10,21,398.75,400.62
1005,2015,10,22,398.83,400.63
1006,2015,10,23,398.90,400.64
1007,2015,10,24,398.97,400.65
1008,2015,10,25,399.05,400.66
1009,2015,10,26,399.12,400.67
1010,2015,10,27,399.20,400.68
1011,2015,10,28,399.27,400.69
1012,2015,10,29,399.35,400.70
1013,2015,10,30,399.42,400.71
1014,2015,10,31,399.50,400.72
1015,2015,11,1,399.57,400.72
1016,2015,11,2,399.65,400.73
1017,2015,11,3,399.73,400.74
1018,2015,11,4,399.80,400.75
1019,2015,11,5,399.88,400.76
1020,2015,11,6,399.95,400.77
1021,2015,11,7,400.02,400.78
1022,2015,11,8,400.10,400.79
1023,2015,11,9,400.17,400.80
1024,2015,11,10,400.25,400.81
1025,2015,11,11,400.32,400.82
1026,2015,11,12,400.39,400.83
1027,2015,11,13,400.46,400.83
1028,2015,11,14,400.53,400.84
1029,2015,11,15,400.60,400.85
1030,2015,11,16,400.67,400.86
1031,2015,11,17,400.74,400.87
1032,2015,11,18,400.81,400.88
1033,2015,11,19,400.87,400.89
1034,2015,11,20,400.94,400.90
1035,2015,11,21,401.00,400.91
1036,2015,11,22,401.06,400.92
1037,2015,11,23,401.13,400.93
1038,2015,11,24,401.19,400.94
1039,2015,11,25,401.25,400.95
1040,2015,11,26,401.31,400.96
1041,2015,11,27,401.36,400.97
1042,2015,11,28,401.42,400.98
1043,2015,11,29,401.47,400.98
1044,2015,11,30,401.53,400.99
1045,2015,12,1,401.58,401.00
1046,2015,12,2,401.63,401.01
1047,2015,12,3,401.68,401.02
1048,2015,12,4,401.73,401.03
1049,2015,12,5,401.78,401.04
1050,2015,12,6,401.82,401.05
1051,2015,12,7,401.87,401.06
1052,2015,12,8,401.91,401.07
1053,2015,12,9,401.95,401.08
1054,2015,12,10,401.99,401.09
1055,2015,12,11,402.03,401.10
1056,2015,12,12,402.07,401.11
1057,2015,12,13,402.11,401.12
1058,2015,12,14,402.14,401.13
1059,2015,12,15,402.18,401.14
1060,2015,12,16,402.21,401.15
1061,2015,12,17,402.24,401.16
1062,2015,12,18,402.27,401.17
1063,2015,12,19,402.30,401.18
1064,2015,12,20,402.33,401.19
1065,2015,12,21,402.36,401.19
1066,2015,12,22,402.38,401.20
1067,2015,12,23,402.41,401.21
1068,2015,12,24,402.43,401.22
1069,2015,12,25,402.46,401.23
1070,2015,12,26,402.48,401.24
1071,2015,12,27,402.50,401.25
1072,2015,12,28,402.52,401.26
1073,2015,12,29,402.54,401.27
1074,2015,12,30,402.56,401.28
1075,2015,12,31,402.58,401.29
1076,2016,1,1,402.59,401.30
1077,2016,1,2,402.61,401.31
1078,2016,1,3,402.62,401.32
1079,2016,1,4,402.64,401.33
1080,2016,1,5,402.65,401.34
1081,2016,1,6,402.67,401.35
1082,2016,1,7,402.68,401.36
1083,2016,1,8,402.69,401.37
1084,2016,1,9,402.70,401.38
1085,2016,1,10,402.71,401.39
1086,2016,1,11,402.72,401.40
1087,2016,1,12,402.73,401.41
1088,2016,1,13,402.74,401.42
1089,2016,1,14,402.75,401.43
1090,2016,1,15,402.76,401.44
1091,2016,1,16,402.77,401.45
1092,2016,1,17,402.78,401.46
1093,2016,1,18,402.79,401.47
1094,2016,1,19,402.80,401.48
1095,2016,1,20,402.80,401.49
1096,2016,1,21,402.81,401.50
1097,2016,1,22,402.82,401.51
1098,2016,1,23,402.83,401.52
1099,2016,1,24,402.84,401.53
1100,2016,1,25,402.84,401.54
1101,2016,1,26,402.85,401.55
1102,2016,1,27,402.86,401.56
1103,2016,1,28,402.87,401.57
1104,2016,1,29,402.87,401.58
1105,2016,1,30,402.88,401.59
1106,2016,1,31,402.89,401.60
1107,2016,2,1,402.90,401.61
1108,2016,2,2,402.91,401.62
1109,2016,2,3,402.92,401.63
1110,2016,2,4,402.93,401.64
1111,2016,2,5,402.94,401.65
1112,2016,2,6,402.95,401.66
1113,2016,2,7,402.96,401.67
1114,2016,2,8,402.97,401.67
1115,2016,2,9,402.98,401.68
1116,2016,2,10,402.99,401.69
1117,2016,2,11,403.01,401.70
1118,2016,2,12,403.02,401.71
1119,2016,2,13,403.03,401.72
1120,2016,2,14,403.05,401.73
1121,2016,2,15,403.06,401.74
1122,2016,2,16,403.08,401.75
1123,2016,2,17,403.09,401.76
1124,2016,2,18,403.11,401.77
1125,2016,2,19,403.13,401.78
1126,2016,2,20,403.15,401.79
1127,2016,2,21,403.16,401.80
1128,2016,2,22,403.18,401.81
1129,2016,2,23,403.20,401.82
1130,2016,2,24,403.22,401.83
1131,2016,2,25,403.24,401.84
1132,2016,2,26,403.27,401.85
1133,2016,2,27,403.29,401.86
1134,2016,2,28,403.31,401.87
1135,2016,2,29,403.34,401.88
1136,2016,3,1,403.36,401.89
1137,2016,3,2,403.38,401.90
1138,2016,3,3,403.41,401.91
1139,2016,3,4,403.44,401.92
1140,2016,3,5,403.46,401.93
1141,2016,3,6,403.49,401.94
1142,2016,3,7,403.52,401.95
1143,2016,3,8,403.54,401.96
1144,2016,3,9,403.57,401.97
1145,2016,3,10,403.60,401.98
1146,2016,3,11,403.63,401.99
1147,2016,3,12,403.66,402.00
1148,2016,3,13,403.69,402.01
1149,2016,3,14,403.72,402.02
1150,2016,3,15,403.75,402.03
1151,2016,3,16,403.78,402.04
1152,2016,3,17,403.81,402.05
1153,2016,3,18,403.84,402.06
1154,2016,3,19,403.88,402.07
1155,2016,3,20,403.91,402.08
1156,2016,3,21,403.94,402.09
1157,2016,3,22,403.97,402.10
1158,2016,3,23,404.00,402.11
1159,2016,3,24,404.03,402.12
1160,2016,3,25,404.07,402.13
1161,2016,3,26,404.10,402.14
1162,2016,3,27,404.13,402.15
1163,2016,3,28,404.16,402.16
1164,2016,3,29,404.19,402.17
1165,2016,3,30,404.22,402.18
1166,2016,3,31,404.25,402.19
1167,2016,4,1,404.28,402.20
1168,2016,4,2,404.31,402.21
1169,2016,4,3,404.34,402.22
1170,2016,4,4,404.37,402.23
1171,2016,4,5,404.40,402.24
1172,2016,4,6,404.43,402.25
1173,2016,4,7,404.46,402.26
1174,2016,4,8,404.49,402.27
1175,2016,4,9,404.52,402.28
1176,2016,4,10,404.54,402.29
1177,2016,4,11,404.57,402.30
1178,2016,4,12,404.60,402.31
1179,2016,4,13,404.62,402.32
1180,2016,4,14,404.65,402.33
1181,2016,4,15,404.67,402.34
1182,2016,4,16,404.69,402.35
1183,2016,4,17,404.72,402.36
1184,2016,4,18,404.74,402.37
1185,2016,4,19,404.76,402.38
1186,2016,4,20,404.78,402.39
1187,2016,4,21,404.80,402.40
1188,2016,4,22,404.82,402.41
1189,2016,4,23,404.84,402.42
1190,2016,4,24,404.86,402.43
1191,2016,4,25,404.87,402.44
1192,2016,4,26,404.89,402.45
1193,2016,4,27,404.91,402.46
1194,2016,4,28,404.92,402.47
1195,2016,4,29,404.93,402.48
1196,2016,4,30,404.95,402.49
1197,2016,5,1,404.96,402.50
1198,2016,5,2,404.97,402.51
1199,2016,5,3,404.98,402.52
1200,2016,5,4,404.98,402.53
1201,2016,5,5,404.99,402.54
1202,2016,5,6,405.00,402.55
1203,2016,5,7,405.00,402.56
1204,2016,5,8,405.00,402.57
1205,2016,5,9,405.01,402.58
1206,2016,5,10,405.01,402.59
1207,2016,5,11,405.01,402.59
1208,2016,5,12,405.00,402.60
1209,2016,5,13,405.00,402.61
1210,2016,5,14,404.99,402.62
1211,2016,5,15,404.99,402.63
1212,2016,5,16,404.98,402.64
1213,2016,5,17,404.97,402.65
1214,2016,5,18,404.96,402.66
1215,2016,5,19,404.94,402.67
1216,2016,5,20,404.93,402.68
1217,2016,5,21,404.91,402.69
1218,2016,5,22,404.89,402.70
1219,2016,5,23,404.87,402.71
1220,2016,5,24,404.85,402.72
1221,2016,5,25,404.83,402.73
1222,2016,5,26,404.80,402.74
1223,2016,5,27,404.77,402.75
1224,2016,5,28,404.74,402.76
1225,2016,5,29,404.71,402.77
1226,2016,5,30,404.68,402.78
1227,2016,5,31,404.64,402.79
1228,2016,6,1,404.61,402.80
1229,2016,6,2,404.57,402.81
1230,2016,6,3,404.53,402.82
1231,2016,6,4,404.48,402.83
1232,2016,6,5,404.44,402.83
1233,2016,6,6,404.39,402.84
1234,2016,6,7,404.34,402.85
1235,2016,6,8,404.29,402.86
1236,2016,6,9,404.24,402.87
1237,2016,6,10,404.19,402.88
1238,2016,6,11,404.13,402.89
1239,2016,6,12,404.07,402.90
1240,2016,6,13,404.02,402.91
1241,2016,6,14,403.95,402.92
1242,2016,6,15,403.89,402.93
1243,2016,6,16,403.83,402.94
1244,2016,6,17,403.76,402.95
1245,2016,6,18,403.70,402.96
1246,2016,6,19,403.63,402.97
1247,2016,6,20,403.56,402.98
1248,2016,6,21,403.49,402.98
1249,2016,6,22,403.42,402.99
1250,2016,6,23,403.34,403.00
1251,2016,6,24,403.27,403.01
1252,2016,6,25,403.19,403.02
1253,2016,6,26,403.12,403.03
1254,2016,6,27,403.04,403.04
1255,2016,6,28,402.96,403.05
1256,2016,6,29,402.88,403.06
1257,2016,6,30,402.80,403.07
1258,2016,7,1,402.72,403.08
1259,2016,7,2,402.64,403.09
1260,2016,7,3,402.56,403.10
1261,2016,7,4,402.48,403.10
1262,2016,7,5,402.40,403.11
1263,2016,7,6,402.31,403.12
1264,2016,7,7,402.23,403.13
1265,2016,7,8,402.15,403.14
1266,2016,7,9,402.07,403.15
1267,2016,7,10,401.99,403.16
1268,2016,7,11,401.91,403.17
1269,2016,7,12,401.82,403.18
1270,2016,7,13,401.74,403.19
1271,2016,7,14,401.66,403.20
1272,2016,7,15,401.58,403.20
1273,2016,7,16,401.50,403.21
1274,2016,7,17,401.43,403.22
1275,2016,7,18,401.35,403.23
1276,2016,7,19,401.27,403.24
1277,2016,7,20,401.20,403.25
1278,2016,7,21,401.12,403.26
1279,2016,7,22,401.05,403.27
1280,2016,7,23,400.98,403.28
1281,2016,7,24,400.91,403.28
1282,2016,7,25,400.84,403.29
1283,2016,7,26,400.77,403.30
1284,2016,7,27,400.70,403.31
1285,2016,7,28,400.64,403.32
1286,2016,7,29,400.57,403.33
1287,2016,7,30,400.51,403.34
1288,2016,7,31,400.45,403.35
1289,2016,8,1,400.39,403.35
1290,2016,8,2,400.34,403.36
1291,2016,8,3,400.29,403.37
1292,2016,8,4,400.23,403.38
1293,2016,8,5,400.18,403.39
1294,2016,8,6,400.14,403.40
1295,2016,8,7,400.09,403.41
1296,2016,8,8,400.05,403.42
1297,2016,8,9,400.01,403.42
1298,2016,8,10,399.97,403.43
1299,2016,8,11,399.94,403.44
1300,2016,8,12,399.91,403.45
1301,2016,8,13,399.88,403.46
1302,2016,8,14,399.85,403.47
1303,2016,8,15,399.82,403.48
1304,2016,8,16,399.80,403.48
1305,2016,8,17,399.78,403.49
1306,2016,8,18,399.77,403.50
1307,2016,8,19,399.75,403.51
1308,2016,8,20,399.74,403.52
1309,2016,8,21,399.74,403.53
1310,2016,8,22,399.73,403.53
1311,2016,8,23,399.73,403.54
1312,2016,8,24,399.73,403.55
1313,2016,8,25,399.73,403.56
1314,2016,8,26,399.74,403.57
1315,2016,8,27,399.75,403.58
1316,2016,8,28,399.76,403.58
1317,2016,8,29,399.78,403.59
1318,2016,8,30,399.80,403.60
1319,2016,8,31,399.82,403.61
1320,2016,9,1,399.84,403.62
1321,2016,9,2,399.87,403.63
1322,2016,9,3,399.90,403.63
1323,2016,9,4,399.93,403.64
1324,2016,9,5,399.96,403.65
1325,2016,9,6,400.00,403.66
1326,2016,9,7,400.04,403.67
1327,2016,9,8,400.08,403.68
1328,2016,9,9,400.12,403.68
1329,2016,9,10,400.17,403.69
1330,2016,9,11,400.21,403.70
1331,2016,9,12,400.26,403.71
1332,2016,9,13,400.31,403.72
1333,2016,9,14,400.37,403.72
1334,2016,9,15,400.42,403.73
1335,2016,9,16,400.48,403.74
1336,2016,9,17,400.54,403.75
1337,2016,9,18,400.60,403.76
1338,2016,9,19,400.66,403.76
1339,2016,9,20,400.72,403.77
1340,2016,9,21,400.78,403.78
1341,2016,9,22,400.85,403.79
1342,2016,9,23,400.91,403.80
1343,2016,9,24,400.98,403.80
1344,2016,9,25,401.04,403.81
1345,2016,9,26,401.11,403.82
1346,2016,9,27,401.18,403.83
1347,2016,9,28,401.25,403.83
1348,2016,9,29,401.31,403.84
1349,2016,9,30,401.38,403.85
1350,2016,10,1,401.45,403.86
1351,2016,10,2,401.52,403.87
1352,2016,10,3,401.59,403.87
1353,2016,10,4,401.65,403.88
1354,2016,10,5,401.72,403.89
1355,2016,10,6,401.79,403.90
1356,2016,10,7,401.86,403.90
1357,2016,10,8,401.92,403.91
1358,2016,10,9,401.99,403.92
1359,2016,10,10,402.05,403.93
1360,2016,10,11,402.12,403.93
1361,2016,10,12,402.18,403.94
1362,2016,10,13,402.24,403.95
1363,2016,10,14,402.30,403.96
1364,2016,10,15,402.37,403.96
1365,2016,10,16,402.43,403.97
1366,2016,10,17,402.48,403.98
1367,2016,10,18,402.54,403.99
1368,2016,10,19,402.60,403.99
1369,2016,10,20,402.66,404.00
1370,2016,10,21,402.71,404.01
1371,2016,10,22,402.76,404.02
1372,2016,10,23,402.82,404.02
1373,2016,10,24,402.87,404.03
1374,2016,10,25,402.92,404.04
1375,2016,10,26,402.97,404.05
1376,2016,10,27,403.02,404.05
1377,2016,10,28,403.07,404.06
1378,2016,10,29,403.12,404.07
1379,2016,10,30,403.16,404.07
1380,2016,10,31,403.21,404.08
1381,2016,11,1,403.25,404.09
1382,2016,11,2,403.30,404.10
1383,2016,11,3,403.34,404.10
1384,2016,11,4,403.38,404.11
1385,2016,11,5,403.43,404.12
1386,2016,11,6,403.47,404.12
1387,2016,11,7,403.51,404.13
1388,2016,11,8,403.55,404.14
1389,2016,11,9,403.59,404.15
1390,2016,11,10,403.63,404.15
1391,2016,11,11,403.67,404.16
1392,2016,11,12,403.71,404.17
1393,2016,11,13,403.75,404.17
1394,2016,11,14,403.78,404.18
1395,2016,11,15,403.82,404.19
1396,2016,11,16,403.86,404.19
1397,2016,11,17,403.90,404.20
1398,2016,11,18,403.93,404.21
1399,2016,11,19,403.97,404.22
1400,2016,11,20,404.01,404.22
1401,2016,11,21,404.05,404.23
1402,2016,11,22,404.08,404.24
1403,2016,11,23,404.12,404.24
1404,2016,11,24,404.16,404.25
1405,2016,11,25,404.20,404.26
1406,2016,11,26,404.23,404.26
1407,2016,11,27,404.27,404.27
1408,2016,11,28,404.31,404.28
1409,2016,11,29,404.34,404.28
1410,2016,11,30,404.38,404.29
1411,2016,12,1,404.42,404.30
1412,2016,12,2,404.46,404.30
1413,2016,12,3,404.50,404.31
1414,2016,12,4,404.53,404.32
1415,2016,12,5,404.57,404.32
1416,2016,12,6,404.61,404.33
1417,2016,12,7,404.65,404.34
1418,2016,12,8,404.69,404.34
1419,2016,12,9,404.72,404.35
1420,2016,12,10,404.76,404.36
1421,2016,12,11,404.80,404.36
1422,2016,12,12,404.84,404.37
1423,2016,12,13,404.88,404.38
1424,2016,12,14,404.91,404.38
1425,2016,12,15,404.95,404.39
1426,2016,12,16,404.99,404.40
1427,2016,12,17,405.03,404.40
1428,2016,12,18,405.06,404.41
1429,2016,12,19,405.10,404.42
1430,2016,12,20,405.14,404.42
1431,2016,12,21,405.18,404.43
1432,2016,12,22,405.21,404.43
1433,2016,12,23,405.25,404.44
1434,2016,12,24,405.29,404.45
1435,2016,12,25,405.32,404.45
1436,2016,12,26,405.36,404.46
1437,2016,12,27,405.40,404.47
1438,2016,12,28,405.43,404.47
1439,2016,12,29,405.47,404.48
1440,2016,12,30,405.50,404.49
1441,2016,12,31,405.54,404.49
1442,2017,1,1,405.57,404.50
1443,2017,1,2,405.61,404.50
1444,2017,1,3,405.64,404.51
1445,2017,1,4,405.67,404.52
1446,2017,1,5,405.71,404.52
1447,2017,1,6,405.74,404.53
1448,2017,1,7,405.77,404.53
1449,2017,1,8,405.80,404.54
1450,2017,1,9,405.84,404.55
1451,2017,1,10,405.87,404.55
1452,2017,1,11,405.90,404.56
1453,2017,1,12,405.93,404.57
1454,2017,1,13,405.96,404.57
1455,2017,1,14,405.99,404.58
1456,2017,1,15,406.01,404.58
1457,2017,1,16,406.04,404.59
1458,2017,1,17,406.07,404.60
1459,2017,1,18,406.10,404.60
1460,2017,1,19,406.12,404.61
1461,2017,1,20,406.15,404.61
1462,2017,1,21,406.18,404.62
1463,2017,1,22,406.20,404.63
1464,2017,1,23,406.23,404.63
1465,2017,1,24,406.25,404.64
1466,2017,1,25,406.27,404.64
1467,2017,1,26,406.30,404.65
1468,2017,1,27,406.32,404.66
1469,2017,1,28,406.34,404.66
1470,2017,1,29,406.36,404.67
1471,2017,1,30,406.38,404.67
1472,2017,1,31,406.40,404.68
1473,2017,2,1,406.42,404.69
1474,2017,2,2,406.44,404.69
1475,2017,2,3,406.46,404.70
1476,2017,2,4,406.48,404.70
1477,2017,2,5,406.49,404.71
1478,2017,2,6,406.51,404.71
1479,2017,2,7,406.52,404.72
1480,2017,2,8,406.54,404.73
1481,2017,2,9,406.55,404.73
1482,2017,2,10,406.57,404.74
1483,2017,2,11,406.58,404.74
1484,2017,2,12,406.59,404.75
1485,2017,2,13,406.61,404.75
1486,2017,2,14,406.62,404.76
1487,2017,2,15,406.63,404.77
1488,2017,2,16,406.64,404.77
1489,2017,2,17,406.65,404.78
1490,2017,2,18,406.66,404.78
1491,2017,2,19,406.67,404.79
1492,2017,2,20,406.68,404.79
1493,2017,2,21,406.68,404.80
1494,2017,2,22,406.69,404.81
1495,2017,2,23,406.70,404.81
1496,2017,2,24,406.70,404.82
1497,2017,2,25,406.71,404.82
1498,2017,2,26,406.72,404.83
1499,2017,2,27,406.72,404.83
1500,2017,2,28,406.73,404.84
1501,2017,3,1,406.73,404.84
1502,2017,3,2,406.73,404.85
1503,2017,3,3,406.74,404.86
1504,2017,3,4,406.74,404.86
1505,2017,3,5,406.75,404.87
1506,2017,3,6,406.75,404.87
1507,2017,3,7,406.75,404.88
1508,2017,3,8,406.75,404.88
1509,2017,3,9,406.76,404.89
1510,2017,3,10,406.76,404.89
1511,2017,3,11,406.76,404.90
1512,2017,3,12,406.77,404.91
1513,2017,3,13,406.77,404.91
1514,2017,3,14,406.77,404.92
1515,2017,3,15,406.77,404.92
1516,2017,3,16,406.78,404.93
1517,2017,3,17,406.78,404.93
1518,2017,3,18,406.78,404.94
1519,2017,3,19,406.79,404.94
1520,2017,3,20,406.79,404.95
1521,2017,3,21,406.79,404.95
1522,2017,3,22,406.80,404.96
1523,2017,3,23,406.80,404.96
1524,2017,3,24,406.81,404.97
1525,2017,3,25,406.81,404.98
1526,2017,3,26,406.82,404.98
1527,2017,3,27,406.82,404.99
1528,2017,3,28,406.83,404.99
1529,2017,3,29,406.84,405.00
1530,2017,3,30,406.84,405.00
1531,2017,3,31,406.85,405.01
1532,2017,4,1,406.86,405.01
1533,2017,4,2,406.87,405.02
1534,2017,4,3,406.88,405.02
1535,2017,4,4,406.88,405.03
1536,2017,4,5,406.89,405.03
1537,2017,4,6,406.90,405.04
1538,2017,4,7,406.91,405.04
1539,2017,4,8,406.93,405.05
1540,2017,4,9,406.94,405.06
1541,2017,4,10,406.95,405.06
1542,2017,4,11,406.96,405.07
1543,2017,4,12,406.97,405.07
1544,2017,4,13,406.99,405.08
1545,2017,4,14,407.00,405.08
1546,2017,4,15,407.01,405.09
1547,2017,4,16,407.03,405.09
1548,2017,4,17,407.04,405.10
1549,2017,4,18,407.05,405.10
1550,2017,4,19,407.07,405.11
1551,2017,4,20,407.08,405.11
1552,2017,4,21,407.10,405.12
1553,2017,4,22,407.11,405.12
1554,2017,4,23,407.13,405.13
1555,2017,4,24,407.14,405.13
1556,2017,4,25,407.15,405.14
1557,2017,4,26,407.17,405.14
1558,2017,4,27,407.18,405.15
1559,2017,4,28,407.20,405.15
1560,2017,4,29,407.21,405.16
1561,2017,4,30,407.22,405.17
1562,2017,5,1,407.23,405.17
1563,2017,5,2,407.24,405.18
1564,2017,5,3,407.26,405.18
1565,2017,5,4,407.27,405.19
1566,2017,5,5,407.27,405.19
1567,2017,5,6,407.28,405.20
1568,2017,5,7,407.29,405.20
1569,2017,5,8,407.30,405.21
1570,2017,5,9,407.30,405.21
1571,2017,5,10,407.31,405.22
1572,2017,5,11,407.31,405.22
1573,2017,5,12,407.31,405.23
1574,2017,5,13,407.31,405.23
1575,2017,5,14,407.31,405.24
1576,2017,5,15,407.31,405.24
1577,2017,5,16,407.31,405.25
1578,2017,5,17,407.30,405.25
1579,2017,5,18,407.30,405.26
1580,2017,5,19,407.29,405.26
1581,2017,5,20,407.28,405.27
1582,2017,5,21,407.27,405.27
1583,2017,5,22,407.26,405.28
1584,2017,5,23,407.24,405.28
1585,2017,5,24,407.22,405.29
1586,2017,5,25,407.21,405.29
1587,2017,5,26,407.18,405.30
1588,2017,5,27,407.16,405.30
1589,2017,5,28,407.14,405.31
1590,2017,5,29,407.11,405.31
1591,2017,5,30,407.08,405.32
1592,2017,5,31,407.05,405.32
1593,2017,6,1,407.02,405.33
1594,2017,6,2,406.99,405.33
1595,2017,6,3,406.95,405.34
1596,2017,6,4,406.91,405.34
1597,2017,6,5,406.87,405.35
1598,2017,6,6,406.83,405.36
1599,2017,6,7,406.78,405.36
1600,2017,6,8,406.74,405.37
1601,2017,6,9,406.69,405.37
1602,2017,6,10,406.64,405.38
1603,2017,6,11,406.59,405.38
1604,2017,6,12,406.53,405.39
1605,2017,6,13,406.48,405.39
1606,2017,6,14,406.42,405.40
