id,date,Unnamed: 0,year,month,day,cycle,trend
2390,2019-08-07,2390,2019,8,7,407.38,410.57
2391,2019-08-08,2391,2019,8,8,407.35,410.57
2392,2019-08-09,2392,2019,8,9,407.32,410.58
2393,2019-08-10,2393,2019,8,10,407.3,410.59
2394,2019-08-11,2394,2019,8,11,407.27,410.6
2395,2019-08-12,2395,2019,8,12,407.25,410.6
2396,2019-08-13,2396,2019,8,13,407.24,410.61
2397,2019-08-14,2397,2019,8,14,407.22,410.62
2398,2019-08-15,2398,2019,8,15,407.21,410.63
2399,2019-08-16,2399,2019,8,16,407.2,410.63
2400,2019-08-17,2400,2019,8,17,407.19,410.64
2401,2019-08-18,2401,2019,8,18,407.18,410.65
2402,2019-08-19,2402,2019,8,19,407.18,410.66
2403,2019-08-20,2403,2019,8,20,407.18,410.66
2404,2019-08-21,2404,2019,8,21,407.18,410.67
2405,2019-08-22,2405,2019,8,22,407.18,410.68
2406,2019-08-23,2406,2019,8,23,407.18,410.69
2407,2019-08-24,2407,2019,8,24,407.19,410.69
2408,2019-08-25,2408,2019,8,25,407.2,410.7
2409,2019-08-26,2409,2019,8,26,407.21,410.71
2410,2019-08-27,2410,2019,8,27,407.22,410.72
2411,2019-08-28,2411,2019,8,28,407.24,410.72
2412,2019-08-29,2412,2019,8,29,407.26,410.73
2413,2019-08-30,2413,2019,8,30,407.27,410.74
2414,2019-08-31,2414,2019,8,31,407.29,410.75
2415,2019-09-01,2415,2019,9,1,407.32,410.75
2416,2019-09-02,2416,2019,9,2,407.34,410.76
2417,2019-09-03,2417,2019,9,3,407.36,410.77
2418,2019-09-04,2418,2019,9,4,407.39,410.78
2419,2019-09-05,2419,2019,9,5,407.42,410.78
2420,2019-09-06,2420,2019,9,6,407.45,410.79
2421,2019-09-07,2421,2019,9,7,407.48,410.8
2422,2019-09-08,2422,2019,9,8,407.51,410.81
2423,2019-09-09,2423,2019,9,9,407.55,410.81
2424,2019-09-10,2424,2019,9,10,407.58,410.82
2425,2019-09-11,2425,2019,9,11,407.62,410.83
2426,2019-09-12,2426,2019,9,12,407.65,410.84
2427,2019-09-13,2427,2019,9,13,407.69,410.84
2428,2019-09-14,2428,2019,9,14,407.73,410.85
2429,2019-09-15,2429,2019,9,15,407.77,410.86
2430,2019-09-16,2430,2019,9,16,407.81,410.87
2431,2019-09-17,2431,2019,9,17,407.86,410.87
2432,2019-09-18,2432,2019,9,18,407.9,410.88
2433,2019-09-19,2433,2019,9,19,407.95,410.89
2434,2019-09-20,2434,2019,9,20,407.99,410.9
2435,2019-09-21,2435,2019,9,21,408.04,410.9
2436,2019-09-22,2436,2019,9,22,408.08,410.91
2437,2019-09-23,2437,2019,9,23,408.13,410.92
2438,2019-09-24,2438,2019,9,24,408.18,410.93
2439,2019-09-25,2439,2019,9,25,408.23,410.93
2440,2019-09-26,2440,2019,9,26,408.28,410.94
2441,2019-09-27,2441,2019,9,27,408.33,410.95
2442,2019-09-28,2442,2019,9,28,408.38,410.96
2443,2019-09-29,2443,2019,9,29,408.43,410.96
2444,2019-09-30,2444,2019,9,30,408.49,410.97
2445,2019-10-01,2445,2019,10,1,408.54,410.98
2446,2019-10-02,2446,2019,10,2,408.59,410.98
2447,2019-10-03,2447,2019,10,3,408.65,410.99
2448,2019-10-04,2448,2019,10,4,408.7,411.0
2449,2019-10-05,2449,2019,10,5,408.76,411.01
2450,2019-10-06,2450,2019,10,6,408.81,411.01
2451,2019-10-07,2451,2019,10,7,408.87,411.02
2452,2019-10-08,2452,2019,10,8,408.92,411.03
2453,2019-10-09,2453,2019,10,9,408.98,411.04
2454,2019-10-10,2454,2019,10,10,409.04,411.04
2455,2019-10-11,2455,2019,10,11,409.09,411.05
2456,2019-10-12,2456,2019,10,12,409.15,411.06
2457,2019-10-13,2457,2019,10,13,409.21,411.07
2458,2019-10-14,2458,2019,10,14,409.26,411.07
2459,2019-10-15,2459,2019,10,15,409.32,411.08
2460,2019-10-16,2460,2019,10,16,409.38,411.09
2461,2019-10-17,2461,2019,10,17,409.44,411.09
2462,2019-10-18,2462,2019,10,18,409.49,411.1
2463,2019-10-19,2463,2019,10,19,409.55,411.11
2464,2019-10-20,2464,2019,10,20,409.61,411.12
2465,2019-10-21,2465,2019,10,21,409.66,411.12
2466,2019-10-22,2466,2019,10,22,409.72,411.13
2467,2019-10-23,2467,2019,10,23,409.78,411.14
2468,2019-10-24,2468,2019,10,24,409.83,411.15
2469,2019-10-25,2469,2019,10,25,409.89,411.15
2470,2019-10-26,2470,2019,10,26,409.95,411.16
2471,2019-10-27,2471,2019,10,27,410.0,411.17
2472,2019-10-28,2472,2019,10,28,410.06,411.18
2473,2019-10-29,2473,2019,10,29,410.11,411.18
2474,2019-10-30,2474,2019,10,30,410.17,411.19
2475,2019-10-31,2475,2019,10,31,410.22,411.2
2476,2019-11-01,2476,2019,11,1,410.27,411.2
2477,2019-11-02,2477,2019,11,2,410.33,411.21
2478,2019-11-03,2478,2019,11,3,410.38,411.22
2479,2019-11-04,2479,2019,11,4,410.43,411.23
2480,2019-11-05,2480,2019,11,5,410.48,411.23
2481,2019-11-06,2481,2019,11,6,410.54,411.24
2482,2019-11-07,2482,2019,11,7,410.59,411.25
2483,2019-11-08,2483,2019,11,8,410.64,411.25
2484,2019-11-09,2484,2019,11,9,410.69,411.26
2485,2019-11-10,2485,2019,11,10,410.73,411.27
2486,2019-11-11,2486,2019,11,11,410.78,411.28
2487,2019-11-12,2487,2019,11,12,410.83,411.28
2488,2019-11-13,2488,2019,11,13,410.88,411.29
2489,2019-11-14,2489,2019,11,14,410.92,411.3
2490,2019-11-15,2490,2019,11,15,410.97,411.31
2491,2019-11-16,2491,2019,11,16,411.02,411.31
2492,2019-11-17,2492,2019,11,17,411.06,411.32
2493,2019-11-18,2493,2019,11,18,411.11,411.33
2494,2019-11-19,2494,2019,11,19,411.15,411.33
2495,2019-11-20,2495,2019,11,20,411.19,411.34
2496,2019-11-21,2496,2019,11,21,411.23,411.35
2497,2019-11-22,2497,2019,11,22,411.28,411.36
2498,2019-11-23,2498,2019,11,23,411.32,411.36
2499,2019-11-24,2499,2019,11,24,411.36,411.37
2500,2019-11-25,2500,2019,11,25,411.4,411.38
2501,2019-11-26,2501,2019,11,26,411.44,411.38
2502,2019-11-27,2502,2019,11,27,411.48,411.39
2503,2019-11-28,2503,2019,11,28,411.52,411.4
2504,2019-11-29,2504,2019,11,29,411.56,411.4
2505,2019-11-30,2505,2019,11,30,411.6,411.41
2506,2019-12-01,2506,2019,12,1,411.64,411.42
2507,2019-12-02,2507,2019,12,2,411.67,411.43
2508,2019-12-03,2508,2019,12,3,411.71,411.43
2509,2019-12-04,2509,2019,12,4,411.75,411.44
2510,2019-12-05,2510,2019,12,5,411.79,411.45
2511,2019-12-06,2511,2019,12,6,411.82,411.45
2512,2019-12-07,2512,2019,12,7,411.86,411.46
2513,2019-12-08,2513,2019,12,8,411.9,411.47
2514,2019-12-09,2514,2019,12,9,411.93,411.48
2515,2019-12-10,2515,2019,12,10,411.97,411.48
2516,2019-12-11,2516,2019,12,11,412.01,411.49
2517,2019-12-12,2517,2019,12,12,412.04,411.5
2518,2019-12-13,2518,2019,12,13,412.08,411.5
2519,2019-12-14,2519,2019,12,14,412.12,411.51
2520,2019-12-15,2520,2019,12,15,412.15,411.52
2521,2019-12-16,2521,2019,12,16,412.19,411.52
2522,2019-12-17,2522,2019,12,17,412.23,411.53
2523,2019-12-18,2523,2019,12,18,412.26,411.54
2524,2019-12-19,2524,2019,12,19,412.3,411.55
2525,2019-12-20,2525,2019,12,20,412.33,411.55
2526,2019-12-21,2526,2019,12,21,412.37,411.56
2527,2019-12-22,2527,2019,12,22,412.41,411.57
2528,2019-12-23,2528,2019,12,23,412.44,411.57
2529,2019-12-24,2529,2019,12,24,412.48,411.58
2530,2019-12-25,2530,2019,12,25,412.52,411.59
2531,2019-12-26,2531,2019,12,26,412.55,411.59
2532,2019-12-27,2532,2019,12,27,412.59,411.6
2533,2019-12-28,2533,2019,12,28,412.62,411.61
2534,2019-12-29,2534,2019,12,29,412.66,411.61
2535,2019-12-30,2535,2019,12,30,412.7,411.62
2536,2019-12-31,2536,2019,12,31,412.73,411.63
2537,2020-01-01,2537,2020,1,1,412.77,411.64
2538,2020-01-02,2538,2020,1,2,412.8,411.64
2539,2020-01-03,2539,2020,1,3,412.84,411.65
2540,2020-01-04,2540,2020,1,4,412.87,411.66
2541,2020-01-05,2541,2020,1,5,412.91,411.66
2542,2020-01-06,2542,2020,1,6,412.94,411.67
2543,2020-01-07,2543,2020,1,7,412.98,411.68
2544,2020-01-08,2544,2020,1,8,413.01,411.68
2545,2020-01-09,2545,2020,1,9,413.04,411.69
2546,2020-01-10,2546,2020,1,10,413.07,411.7
2547,2020-01-11,2547,2020,1,11,413.11,411.7
2548,2020-01-12,2548,2020,1,12,413.14,411.71
2549,2020-01-13,2549,2020,1,13,413.17,411.72
2550,2020-01-14,2550,2020,1,14,413.2,411.72
2551,2020-01-15,2551,2020,1,15,413.23,411.73
2552,2020-01-16,2552,2020,1,16,413.26,411.74
2553,2020-01-17,2553,2020,1,17,413.28,411.74
2554,2020-01-18,2554,2020,1,18,413.31,411.75
2555,2020-01-19,2555,2020,1,19,413.34,411.76
2556,2020-01-20,2556,2020,1,20,413.36,411.76
2557,2020-01-21,2557,2020,1,21,413.39,411.77
2558,2020-01-22,2558,2020,1,22,413.41,411.78
2559,2020-01-23,2559,2020,1,23,413.44,411.78
2560,2020-01-24,2560,2020,1,24,413.46,411.79
2561,2020-01-25,2561,2020,1,25,413.48,411.8
2562,2020-01-26,2562,2020,1,26,413.5,411.8
2563,2020-01-27,2563,2020,1,27,413.52,411.81
2564,2020-01-28,2564,2020,1,28,413.54,411.82
2565,2020-01-29,2565,2020,1,29,413.56,411.82
2566,2020-01-30,2566,2020,1,30,413.57,411.83
2567,2020-01-31,2567,2020,1,31,413.59,411.84
2568,2020-02-01,2568,2020,2,1,413.6,411.84
2569,2020-02-02,2569,2020,2,2,413.62,411.85
2570,2020-02-03,2570,2020,2,3,413.63,411.86
2571,2020-02-04,2571,2020,2,4,413.64,411.86
2572,2020-02-05,2572,2020,2,5,413.66,411.87
2573,2020-02-06,2573,2020,2,6,413.67,411.88
2574,2020-02-07,2574,2020,2,7,413.68,411.88
2575,2020-02-08,2575,2020,2,8,413.69,411.89
2576,2020-02-09,2576,2020,2,9,413.69,411.9
2577,2020-02-10,2577,2020,2,10,413.7,411.9
2578,2020-02-11,2578,2020,2,11,413.71,411.91
2579,2020-02-12,2579,2020,2,12,413.72,411.92
2580,2020-02-13,2580,2020,2,13,413.72,411.92
2581,2020-02-14,2581,2020,2,14,413.73,411.93
2582,2020-02-15,2582,2020,2,15,413.73,411.94
2583,2020-02-16,2583,2020,2,16,413.74,411.94
2584,2020-02-17,2584,2020,2,17,413.74,411.95
2585,2020-02-18,2585,2020,2,18,413.75,411.96
2586,2020-02-19,2586,2020,2,19,413.75,411.96
2587,2020-02-20,2587,2020,2,20,413.75,411.97
2588,2020-02-21,2588,2020,2,21,413.76,411.98
2589,2020-02-22,2589,2020,2,22,413.76,411.98
2590,2020-02-23,2590,2020,2,23,413.77,411.99
2591,2020-02-24,2591,2020,2,24,413.77,411.99
2592,2020-02-25,2592,2020,2,25,413.77,412.0
2593,2020-02-26,2593,2020,2,26,413.78,412.01
2594,2020-02-27,2594,2020,2,27,413.78,412.01
2595,2020-02-28,2595,2020,2,28,413.78,412.02
2596,2020-02-29,2596,2020,2,29,413.79,412.03
2597,2020-03-01,2597,2020,3,1,413.79,412.03
2598,2020-03-02,2598,2020,3,2,413.8,412.04
2599,2020-03-03,2599,2020,3,3,413.8,412.05
2600,2020-03-04,2600,2020,3,4,413.81,412.05
2601,2020-03-05,2601,2020,3,5,413.81,412.06
2602,2020-03-06,2602,2020,3,6,413.82,412.07
2603,2020-03-07,2603,2020,3,7,413.82,412.07
2604,2020-03-08,2604,2020,3,8,413.83,412.08
2605,2020-03-09,2605,2020,3,9,413.84,412.08
2606,2020-03-10,2606,2020,3,10,413.85,412.09
2607,2020-03-11,2607,2020,3,11,413.85,412.1
2608,2020-03-12,2608,2020,3,12,413.86,412.1
2609,2020-03-13,2609,2020,3,13,413.87,412.11
2610,2020-03-14,2610,2020,3,14,413.88,412.12
2611,2020-03-15,2611,2020,3,15,413.89,412.12
2612,2020-03-16,2612,2020,3,16,413.9,412.13
2613,2020-03-17,2613,2020,3,17,413.91,412.13
2614,2020-03-18,2614,2020,3,18,413.92,412.14
2615,2020-03-19,2615,2020,3,19,413.94,412.15
2616,2020-03-20,2616,2020,3,20,413.95,412.15
2617,2020-03-21,2617,2020,3,21,413.96,412.16
2618,2020-03-22,2618,2020,3,22,413.97,412.17
2619,2020-03-23,2619,2020,3,23,413.99,412.17
2620,2020-03-24,2620,2020,3,24,414.0,412.18
2621,2020-03-25,2621,2020,3,25,414.02,412.19
2622,2020-03-26,2622,2020,3,26,414.03,412.19
2623,2020-03-27,2623,2020,3,27,414.04,412.2
2624,2020-03-28,2624,2020,3,28,414.06,412.2
2625,2020-03-29,2625,2020,3,29,414.08,412.21
2626,2020-03-30,2626,2020,3,30,414.09,412.22
2627,2020-03-31,2627,2020,3,31,414.11,412.22
2628,2020-04-01,2628,2020,4,1,414.12,412.23
2629,2020-04-02,2629,2020,4,2,414.14,412.23
2630,2020-04-03,2630,2020,4,3,414.15,412.24
2631,2020-04-04,2631,2020,4,4,414.17,412.25
2632,2020-04-05,2632,2020,4,5,414.19,412.25
2633,2020-04-06,2633,2020,4,6,414.2,412.26
2634,2020-04-07,2634,2020,4,7,414.22,412.27
2635,2020-04-08,2635,2020,4,8,414.23,412.27
2636,2020-04-09,2636,2020,4,9,414.25,412.28
2637,2020-04-10,2637,2020,4,10,414.26,412.28
2638,2020-04-11,2638,2020,4,11,414.28,412.29
2639,2020-04-12,2639,2020,4,12,414.29,412.3
2640,2020-04-13,2640,2020,4,13,414.31,412.3
2641,2020-04-14,2641,2020,4,14,414.32,412.31
2642,2020-04-15,2642,2020,4,15,414.34,412.31
2643,2020-04-16,2643,2020,4,16,414.35,412.32
2644,2020-04-17,2644,2020,4,17,414.36,412.33
2645,2020-04-18,2645,2020,4,18,414.38,412.33
2646,2020-04-19,2646,2020,4,19,414.39,412.34
2647,2020-04-20,2647,2020,4,20,414.4,412.35
2648,2020-04-21,2648,2020,4,21,414.41,412.35
2649,2020-04-22,2649,2020,4,22,414.42,412.36
2650,2020-04-23,2650,2020,4,23,414.44,412.36
2651,2020-04-24,2651,2020,4,24,414.45,412.37
2652,2020-04-25,2652,2020,4,25,414.45,412.38
2653,2020-04-26,2653,2020,4,26,414.46,412.38
2654,2020-04-27,2654,2020,4,27,414.47,412.39
2655,2020-04-28,2655,2020,4,28,414.48,412.39
2656,2020-04-29,2656,2020,4,29,414.49,412.4
2657,2020-04-30,2657,2020,4,30,414.49,412.41
2658,2020-05-01,2658,2020,5,1,414.5,412.41
2659,2020-05-02,2659,2020,5,2,414.5,412.42
2660,2020-05-03,2660,2020,5,3,414.51,412.42
2661,2020-05-04,2661,2020,5,4,414.51,412.43
2662,2020-05-05,2662,2020,5,5,414.51,412.44
2663,2020-05-06,2663,2020,5,6,414.52,412.44
2664,2020-05-07,2664,2020,5,7,414.52,412.45
2665,2020-05-08,2665,2020,5,8,414.52,412.45
2666,2020-05-09,2666,2020,5,9,414.52,412.46
2667,2020-05-10,2667,2020,5,10,414.52,412.47
2668,2020-05-11,2668,2020,5,11,414.51,412.47
2669,2020-05-12,2669,2020,5,12,414.51,412.48
2670,2020-05-13,2670,2020,5,13,414.5,412.48
2671,2020-05-14,2671,2020,5,14,414.5,412.49
2672,2020-05-15,2672,2020,5,15,414.49,412.5
2673,2020-05-16,2673,2020,5,16,414.48,412.5
2674,2020-05-17,2674,2020,5,17,414.47,412.51
2675,2020-05-18,2675,2020,5,18,414.46,412.51
2676,2020-05-19,2676,2020,5,19,414.45,412.52
2677,2020-05-20,2677,2020,5,20,414.44,412.52
2678,2020-05-21,2678,2020,5,21,414.43,412.53
2679,2020-05-22,2679,2020,5,22,414.41,412.54
2680,2020-05-23,2680,2020,5,23,414.39,412.54
2681,2020-05-24,2681,2020,5,24,414.38,412.55
2682,2020-05-25,2682,2020,5,25,414.36,412.55
2683,2020-05-26,2683,2020,5,26,414.33,412.56
2684,2020-05-27,2684,2020,5,27,414.31,412.57
2685,2020-05-28,2685,2020,5,28,414.29,412.57
2686,2020-05-29,2686,2020,5,29,414.26,412.58
2687,2020-05-30,2687,2020,5,30,414.23,412.58
2688,2020-05-31,2688,2020,5,31,414.21,412.59
2689,2020-06-01,2689,2020,6,1,414.17,412.6
2690,2020-06-02,2690,2020,6,2,414.14,412.6
2691,2020-06-03,2691,2020,6,3,414.11,412.61
2692,2020-06-04,2692,2020,6,4,414.07,412.61
2693,2020-06-05,2693,2020,6,5,414.03,412.62
2694,2020-06-06,2694,2020,6,6,413.99,412.62
2695,2020-06-07,2695,2020,6,7,413.95,412.63
2696,2020-06-08,2696,2020,6,8,413.91,412.64
2697,2020-06-09,2697,2020,6,9,413.86,412.64
2698,2020-06-10,2698,2020,6,10,413.82,412.65
2699,2020-06-11,2699,2020,6,11,413.77,412.65
2700,2020-06-12,2700,2020,6,12,413.72,412.66
2701,2020-06-13,2701,2020,6,13,413.66,412.66
2702,2020-06-14,2702,2020,6,14,413.61,412.67
2703,2020-06-15,2703,2020,6,15,413.55,412.68
2704,2020-06-16,2704,2020,6,16,413.49,412.68
2705,2020-06-17,2705,2020,6,17,413.43,412.69
2706,2020-06-18,2706,2020,6,18,413.37,412.69
2707,2020-06-19,2707,2020,6,19,413.31,412.7
2708,2020-06-20,2708,2020,6,20,413.24,412.71
2709,2020-06-21,2709,2020,6,21,413.18,412.71
2710,2020-06-22,2710,2020,6,22,413.11,412.72
2711,2020-06-23,2711,2020,6,23,413.04,412.72
2712,2020-06-24,2712,2020,6,24,412.96,412.73
2713,2020-06-25,2713,2020,6,25,412.89,412.73
2714,2020-06-26,2714,2020,6,26,412.81,412.74
2715,2020-06-27,2715,2020,6,27,412.74,412.75
2716,2020-06-28,2716,2020,6,28,412.66,412.75
2717,2020-06-29,2717,2020,6,29,412.58,412.76
2718,2020-06-30,2718,2020,6,30,412.5,412.76
2719,2020-07-01,2719,2020,7,1,412.42,412.77
2720,2020-07-02,2720,2020,7,2,412.33,412.77
2721,2020-07-03,2721,2020,7,3,412.25,412.78
2722,2020-07-04,2722,2020,7,4,412.16,412.79
2723,2020-07-05,2723,2020,7,5,412.08,412.79
2724,2020-07-06,2724,2020,7,6,411.99,412.8
2725,2020-07-07,2725,2020,7,7,411.91,412.8
2726,2020-07-08,2726,2020,7,8,411.82,412.81
2727,2020-07-09,2727,2020,7,9,411.73,412.81
2728,2020-07-10,2728,2020,7,10,411.64,412.82
2729,2020-07-11,2729,2020,7,11,411.55,412.83
2730,2020-07-12,2730,2020,7,12,411.47,412.83
2731,2020-07-13,2731,2020,7,13,411.38,412.84
2732,2020-07-14,2732,2020,7,14,411.29,412.84
2733,2020-07-15,2733,2020,7,15,411.2,412.85
2734,2020-07-16,2734,2020,7,16,411.11,412.85
2735,2020-07-17,2735,2020,7,17,411.03,412.86
2736,2020-07-18,2736,2020,7,18,410.94,412.87
2737,2020-07-19,2737,2020,7,19,410.85,412.87
2738,2020-07-20,2738,2020,7,20,410.77,412.88
2739,2020-07-21,2739,2020,7,21,410.69,412.88
2740,2020-07-22,2740,2020,7,22,410.6,412.89
2741,2020-07-23,2741,2020,7,23,410.52,412.89
2742,2020-07-24,2742,2020,7,24,410.44,412.9
2743,2020-07-25,2743,2020,7,25,410.36,412.91
2744,2020-07-26,2744,2020,7,26,410.29,412.91
2745,2020-07-27,2745,2020,7,27,410.21,412.92
2746,2020-07-28,2746,2020,7,28,410.14,412.92
2747,2020-07-29,2747,2020,7,29,410.06,412.93
2748,2020-07-30,2748,2020,7,30,409.99,412.93
2749,2020-07-31,2749,2020,7,31,409.93,412.94
2750,2020-08-01,2750,2020,8,1,409.86,412.94
2751,2020-08-02,2751,2020,8,2,409.8,412.95
2752,2020-08-03,2752,2020,8,3,409.74,412.96
2753,2020-08-04,2753,2020,8,4,409.68,412.96
2754,2020-08-05,2754,2020,8,5,409.62,412.97
2755,2020-08-06,2755,2020,8,6,409.57,412.97
2756,2020-08-07,2756,2020,8,7,409.52,412.98
2757,2020-08-08,2757,2020,8,8,409.47,412.98
2758,2020-08-09,2758,2020,8,9,409.42,412.99
2759,2020-08-10,2759,2020,8,10,409.38,413.0
2760,2020-08-11,2760,2020,8,11,409.34,413.0
2761,2020-08-12,2761,2020,8,12,409.3,413.01
2762,2020-08-13,2762,2020,8,13,409.27,413.01
2763,2020-08-14,2763,2020,8,14,409.24,413.02
2764,2020-08-15,2764,2020,8,15,409.21,413.02
2765,2020-08-16,2765,2020,8,16,409.19,413.03
2766,2020-08-17,2766,2020,8,17,409.16,413.04
2767,2020-08-18,2767,2020,8,18,409.14,413.04
2768,2020-08-19,2768,2020,8,19,409.13,413.05
2769,2020-08-20,2769,2020,8,20,409.12,413.05
2770,2020-08-21,2770,2020,8,21,409.11,413.06
2771,2020-08-22,2771,2020,8,22,409.1,413.06
2772,2020-08-23,2772,2020,8,23,409.1,413.07
2773,2020-08-24,2773,2020,8,24,409.1,413.07
2774,2020-08-25,2774,2020,8,25,409.1,413.08
2775,2020-08-26,2775,2020,8,26,409.11,413.09
2776,2020-08-27,2776,2020,8,27,409.11,413.09
2777,2020-08-28,2777,2020,8,28,409.13,413.1
2778,2020-08-29,2778,2020,8,29,409.14,413.1
2779,2020-08-30,2779,2020,8,30,409.16,413.11
2780,2020-08-31,2780,2020,8,31,409.18,413.11
2781,2020-09-01,2781,2020,9,1,409.2,413.12
2782,2020-09-02,2782,2020,9,2,409.23,413.13
2783,2020-09-03,2783,2020,9,3,409.26,413.13
2784,2020-09-04,2784,2020,9,4,409.29,413.14
2785,2020-09-05,2785,2020,9,5,409.32,413.14
2786,2020-09-06,2786,2020,9,6,409.36,413.15
2787,2020-09-07,2787,2020,9,7,409.4,413.15
2788,2020-09-08,2788,2020,9,8,409.44,413.16
2789,2020-09-09,2789,2020,9,9,409.49,413.17
2790,2020-09-10,2790,2020,9,10,409.53,413.17
2791,2020-09-11,2791,2020,9,11,409.58,413.18
2792,2020-09-12,2792,2020,9,12,409.63,413.18
2793,2020-09-13,2793,2020,9,13,409.68,413.19
2794,2020-09-14,2794,2020,9,14,409.74,413.19
2795,2020-09-15,2795,2020,9,15,409.8,413.2
2796,2020-09-16,2796,2020,9,16,409.85,413.21
2797,2020-09-17,2797,2020,9,17,409.91,413.21
2798,2020-09-18,2798,2020,9,18,409.98,413.22
2799,2020-09-19,2799,2020,9,19,410.04,413.22
2800,2020-09-20,2800,2020,9,20,410.1,413.23
2801,2020-09-21,2801,2020,9,21,410.17,413.23
2802,2020-09-22,2802,2020,9,22,410.24,413.24
2803,2020-09-23,2803,2020,9,23,410.31,413.24
2804,2020-09-24,2804,2020,9,24,410.38,413.25
2805,2020-09-25,2805,2020,9,25,410.45,413.26
2806,2020-09-26,2806,2020,9,26,410.52,413.26
2807,2020-09-27,2807,2020,9,27,410.59,413.27
2808,2020-09-28,2808,2020,9,28,410.66,413.27
2809,2020-09-29,2809,2020,9,29,410.74,413.28
2810,2020-09-30,2810,2020,9,30,410.81,413.28
2811,2020-10-01,2811,2020,10,1,410.89,413.29
2812,2020-10-02,2812,2020,10,2,410.96,413.3
2813,2020-10-03,2813,2020,10,3,411.04,413.3
2814,2020-10-04,2814,2020,10,4,411.11,413.31
2815,2020-10-05,2815,2020,10,5,411.19,413.31
2816,2020-10-06,2816,2020,10,6,411.27,413.32
2817,2020-10-07,2817,2020,10,7,411.34,413.32
2818,2020-10-08,2818,2020,10,8,411.42,413.33
2819,2020-10-09,2819,2020,10,9,411.49,413.34
2820,2020-10-10,2820,2020,10,10,411.57,413.34
2821,2020-10-11,2821,2020,10,11,411.65,413.35
2822,2020-10-12,2822,2020,10,12,411.72,413.35
2823,2020-10-13,2823,2020,10,13,411.8,413.36
2824,2020-10-14,2824,2020,10,14,411.87,413.36
2825,2020-10-15,2825,2020,10,15,411.94,413.37
2826,2020-10-16,2826,2020,10,16,412.02,413.38
2827,2020-10-17,2827,2020,10,17,412.09,413.38
2828,2020-10-18,2828,2020,10,18,412.16,413.39
2829,2020-10-19,2829,2020,10,19,412.23,413.39
2830,2020-10-20,2830,2020,10,20,412.3,413.4
2831,2020-10-21,2831,2020,10,21,412.37,413.41
2832,2020-10-22,2832,2020,10,22,412.44,413.41
2833,2020-10-23,2833,2020,10,23,412.51,413.42
2834,2020-10-24,2834,2020,10,24,412.58,413.42
2835,2020-10-25,2835,2020,10,25,412.64,413.43
2836,2020-10-26,2836,2020,10,26,412.71,413.43
2837,2020-10-27,2837,2020,10,27,412.77,413.44
2838,2020-10-28,2838,2020,10,28,412.83,413.45
2839,2020-10-29,2839,2020,10,29,412.89,413.45
2840,2020-10-30,2840,2020,10,30,412.95,413.46
2841,2020-10-31,2841,2020,10,31,413.01,413.46
2842,2020-11-01,2842,2020,11,1,413.07,413.47
2843,2020-11-02,2843,2020,11,2,413.12,413.47
2844,2020-11-03,2844,2020,11,3,413.18,413.48
2845,2020-11-04,2845,2020,11,4,413.23,413.49
2846,2020-11-05,2846,2020,11,5,413.29,413.49
2847,2020-11-06,2847,2020,11,6,413.34,413.5
2848,2020-11-07,2848,2020,11,7,413.39,413.5
2849,2020-11-08,2849,2020,11,8,413.44,413.51
2850,2020-11-09,2850,2020,11,9,413.48,413.52
2851,2020-11-10,2851,2020,11,10,413.53,413.52
2852,2020-11-11,2852,2020,11,11,413.57,413.53
2853,2020-11-12,2853,2020,11,12,413.62,413.53
2854,2020-11-13,2854,2020,11,13,413.66,413.54
2855,2020-11-14,2855,2020,11,14,413.7,413.54
2856,2020-11-15,2856,2020,11,15,413.74,413.55
2857,2020-11-16,2857,2020,11,16,413.78,413.56
2858,2020-11-17,2858,2020,11,17,413.82,413.56
2859,2020-11-18,2859,2020,11,18,413.85,413.57
2860,2020-11-19,2860,2020,11,19,413.89,413.57
2861,2020-11-20,2861,2020,11,20,413.92,413.58
2862,2020-11-21,2862,2020,11,21,413.95,413.59
2863,2020-11-22,2863,2020,11,22,413.99,413.59
2864,2020-11-23,2864,2020,11,23,414.02,413.6
2865,2020-11-24,2865,2020,11,24,414.05,413.6
2866,2020-11-25,2866,2020,11,25,414.07,413.61
2867,2020-11-26,2867,2020,11,26,414.1,413.62
2868,2020-11-27,2868,2020,11,27,414.13,413.62
2869,2020-11-28,2869,2020,11,28,414.15,413.63
2870,2020-11-29,2870,2020,11,29,414.18,413.63
2871,2020-11-30,2871,2020,11,30,414.2,413.64
2872,2020-12-01,2872,2020,12,1,414.22,413.65
2873,2020-12-02,2873,2020,12,2,414.25,413.65
2874,2020-12-03,2874,2020,12,3,414.27,413.66
2875,2020-12-04,2875,2020,12,4,414.29,413.66
2876,2020-12-05,2876,2020,12,5,414.31,413.67
2877,2020-12-06,2877,2020,12,6,414.33,413.67
2878,2020-12-07,2878,2020,12,7,414.35,413.68
2879,2020-12-08,2879,2020,12,8,414.36,413.69
2880,2020-12-09,2880,2020,12,9,414.38,413.69
2881,2020-12-10,2881,2020,12,10,414.4,413.7
2882,2020-12-11,2882,2020,12,11,414.42,413.7
2883,2020-12-12,2883,2020,12,12,414.43,413.71
2884,2020-12-13,2884,2020,12,13,414.45,413.72
2885,2020-12-14,2885,2020,12,14,414.46,413.72
2886,2020-12-15,2886,2020,12,15,414.48,413.73
2887,2020-12-16,2887,2020,12,16,414.49,413.74
2888,2020-12-17,2888,2020,12,17,414.51,413.74
