id,date,Unnamed: 0,year,month,day,cycle,trend
2889,2020-12-18,2889,2020,12,18,414.52,413.75
2890,2020-12-19,2890,2020,12,19,414.54,413.75
2891,2020-12-20,2891,2020,12,20,414.55,413.76
2892,2020-12-21,2892,2020,12,21,414.57,413.77
2893,2020-12-22,2893,2020,12,22,414.58,413.77
2894,2020-12-23,2894,2020,12,23,414.59,413.78
2895,2020-12-24,2895,2020,12,24,414.61,413.78
2896,2020-12-25,2896,2020,12,25,414.62,413.79
2897,2020-12-26,2897,2020,12,26,414.64,413.8
2898,2020-12-27,2898,2020,12,27,414.65,413.8
2899,2020-12-28,2899,2020,12,28,414.67,413.81
2900,2020-12-29,2900,2020,12,29,414.68,413.81
2901,2020-12-30,2901,2020,12,30,414.7,413.82
2902,2020-12-31,2902,2020,12,31,414.72,413.83
2903,2021-01-01,2903,2021,1,1,414.73,413.83
2904,2021-01-02,2904,2021,1,2,414.75,413.84
2905,2021-01-03,2905,2021,1,3,414.76,413.84
2906,2021-01-04,2906,2021,1,4,414.78,413.85
2907,2021-01-05,2907,2021,1,5,414.8,413.86
2908,2021-01-06,2908,2021,1,6,414.82,413.86
2909,2021-01-07,2909,2021,1,7,414.83,413.87
2910,2021-01-08,2910,2021,1,8,414.85,413.88
2911,2021-01-09,2911,2021,1,9,414.87,413.88
2912,2021-01-10,2912,2021,1,10,414.89,413.89
2913,2021-01-11,2913,2021,1,11,414.91,413.89
2914,2021-01-12,2914,2021,1,12,414.93,413.9
2915,2021-01-13,2915,2021,1,13,414.95,413.91
2916,2021-01-14,2916,2021,1,14,414.97,413.91
2917,2021-01-15,2917,2021,1,15,414.99,413.92
2918,2021-01-16,2918,2021,1,16,415.02,413.93
2919,2021-01-17,2919,2021,1,17,415.04,413.93
2920,2021-01-18,2920,2021,1,18,415.06,413.94
2921,2021-01-19,2921,2021,1,19,415.08,413.94
2922,2021-01-20,2922,2021,1,20,415.11,413.95
2923,2021-01-21,2923,2021,1,21,415.13,413.96
2924,2021-01-22,2924,2021,1,22,415.15,413.96
2925,2021-01-23,2925,2021,1,23,415.18,413.97
2926,2021-01-24,2926,2021,1,24,415.2,413.98
2927,2021-01-25,2927,2021,1,25,415.23,413.98
2928,2021-01-26,2928,2021,1,26,415.25,413.99
2929,2021-01-27,2929,2021,1,27,415.28,413.99
2930,2021-01-28,2930,2021,1,28,415.3,414.0
2931,2021-01-29,2931,2021,1,29,415.33,414.01
2932,2021-01-30,2932,2021,1,30,415.35,414.01
2933,2021-01-31,2933,2021,1,31,415.38,414.02
2934,2021-02-01,2934,2021,2,1,415.4,414.03
2935,2021-02-02,2935,2021,2,2,415.43,414.03
2936,2021-02-03,2936,2021,2,3,415.45,414.04
2937,2021-02-04,2937,2021,2,4,415.48,414.05
2938,2021-02-05,2938,2021,2,5,415.5,414.05
2939,2021-02-06,2939,2021,2,6,415.53,414.06
2940,2021-02-07,2940,2021,2,7,415.55,414.06
2941,2021-02-08,2941,2021,2,8,415.57,414.07
2942,2021-02-09,2942,2021,2,9,415.6,414.08
2943,2021-02-10,2943,2021,2,10,415.62,414.08
2944,2021-02-11,2944,2021,2,11,415.64,414.09
2945,2021-02-12,2945,2021,2,12,415.67,414.1
2946,2021-02-13,2946,2021,2,13,415.69,414.1
2947,2021-02-14,2947,2021,2,14,415.71,414.11
2948,2021-02-15,2948,2021,2,15,415.73,414.12
2949,2021-02-16,2949,2021,2,16,415.75,414.12
2950,2021-02-17,2950,2021,2,17,415.78,414.13
2951,2021-02-18,2951,2021,2,18,415.8,414.13
2952,2021-02-19,2952,2021,2,19,415.82,414.14
2953,2021-02-20,2953,2021,2,20,415.83,414.15
2954,2021-02-21,2954,2021,2,21,415.85,414.15
2955,2021-02-22,2955,2021,2,22,415.87,414.16
2956,2021-02-23,2956,2021,2,23,415.89,414.17
2957,2021-02-24,2957,2021,2,24,415.91,414.17
2958,2021-02-25,2958,2021,2,25,415.92,414.18
2959,2021-02-26,2959,2021,2,26,415.94,414.19
2960,2021-02-27,2960,2021,2,27,415.95,414.19
2961,2021-02-28,2961,2021,2,28,415.97,414.2
2962,2021-03-01,2962,2021,3,1,415.98,414.21
2963,2021-03-02,2963,2021,3,2,416.0,414.21
2964,2021-03-03,2964,2021,3,3,416.01,414.22
2965,2021-03-04,2965,2021,3,4,416.02,414.23
2966,2021-03-05,2966,2021,3,5,416.03,414.23
2967,2021-03-06,2967,2021,3,6,416.04,414.24
2968,2021-03-07,2968,2021,3,7,416.06,414.25
2969,2021-03-08,2969,2021,3,8,416.07,414.25
2970,2021-03-09,2970,2021,3,9,416.08,414.26
2971,2021-03-10,2971,2021,3,10,416.09,414.27
2972,2021-03-11,2972,2021,3,11,416.1,414.27
2973,2021-03-12,2973,2021,3,12,416.1,414.28
2974,2021-03-13,2974,2021,3,13,416.11,414.29
2975,2021-03-14,2975,2021,3,14,416.12,414.29
2976,2021-03-15,2976,2021,3,15,416.13,414.3
2977,2021-03-16,2977,2021,3,16,416.14,414.3
2978,2021-03-17,2978,2021,3,17,416.15,414.31
2979,2021-03-18,2979,2021,3,18,416.15,414.32
2980,2021-03-19,2980,2021,3,19,416.16,414.32
2981,2021-03-20,2981,2021,3,20,416.17,414.33
2982,2021-03-21,2982,2021,3,21,416.18,414.34
2983,2021-03-22,2983,2021,3,22,416.18,414.34
2984,2021-03-23,2984,2021,3,23,416.19,414.35
2985,2021-03-24,2985,2021,3,24,416.2,414.36
2986,2021-03-25,2986,2021,3,25,416.2,414.36
2987,2021-03-26,2987,2021,3,26,416.21,414.37
2988,2021-03-27,2988,2021,3,27,416.22,414.38
2989,2021-03-28,2989,2021,3,28,416.23,414.38
2990,2021-03-29,2990,2021,3,29,416.24,414.39
2991,2021-03-30,2991,2021,3,30,416.24,414.4
2992,2021-03-31,2992,2021,3,31,416.25,414.4
2993,2021-04-01,2993,2021,4,1,416.26,414.41
2994,2021-04-02,2994,2021,4,2,416.27,414.42
2995,2021-04-03,2995,2021,4,3,416.28,414.42
2996,2021-04-04,2996,2021,4,4,416.29,414.43
2997,2021-04-05,2997,2021,4,5,416.3,414.44
2998,2021-04-06,2998,2021,4,6,416.31,414.45
2999,2021-04-07,2999,2021,4,7,416.32,414.45
3000,2021-04-08,3000,2021,4,8,416.33,414.46
3001,2021-04-09,3001,2021,4,9,416.34,414.47
3002,2021-04-10,3002,2021,4,10,416.36,414.47
3003,2021-04-11,3003,2021,4,11,416.37,414.48
3004,2021-04-12,3004,2021,4,12,416.38,414.49
3005,2021-04-13,3005,2021,4,13,416.39,414.49
3006,2021-04-14,3006,2021,4,14,416.41,414.5
3007,2021-04-15,3007,2021,4,15,416.42,414.51
3008,2021-04-16,3008,2021,4,16,416.43,414.51
3009,2021-04-17,3009,2021,4,17,416.45,414.52
3010,2021-04-18,3010,2021,4,18,416.46,414.53
3011,2021-04-19,3011,2021,4,19,416.48,414.53
3012,2021-04-20,3012,2021,4,20,416.49,414.54
3013,2021-04-21,3013,2021,4,21,416.51,414.55
3014,2021-04-22,3014,2021,4,22,416.52,414.55
3015,2021-04-23,3015,2021,4,23,416.54,414.56
3016,2021-04-24,3016,2021,4,24,416.55,414.57
3017,2021-04-25,3017,2021,4,25,416.57,414.57
3018,2021-04-26,3018,2021,4,26,416.58,414.58
3019,2021-04-27,3019,2021,4,27,416.6,414.59
3020,2021-04-28,3020,2021,4,28,416.62,414.59
3021,2021-04-29,3021,2021,4,29,416.63,414.6
3022,2021-04-30,3022,2021,4,30,416.64,414.61
3023,2021-05-01,3023,2021,5,1,416.66,414.61
3024,2021-05-02,3024,2021,5,2,416.67,414.62
3025,2021-05-03,3025,2021,5,3,416.69,414.63
3026,2021-05-04,3026,2021,5,4,416.7,414.64
3027,2021-05-05,3027,2021,5,5,416.71,414.64
3028,2021-05-06,3028,2021,5,6,416.72,414.65
3029,2021-05-07,3029,2021,5,7,416.73,414.66
3030,2021-05-08,3030,2021,5,8,416.75,414.66
3031,2021-05-09,3031,2021,5,9,416.75,414.67
3032,2021-05-10,3032,2021,5,10,416.76,414.68
3033,2021-05-11,3033,2021,5,11,416.77,414.68
3034,2021-05-12,3034,2021,5,12,416.78,414.69
3035,2021-05-13,3035,2021,5,13,416.78,414.7
3036,2021-05-14,3036,2021,5,14,416.79,414.7
3037,2021-05-15,3037,2021,5,15,416.79,414.71
3038,2021-05-16,3038,2021,5,16,416.79,414.72
3039,2021-05-17,3039,2021,5,17,416.79,414.72
3040,2021-05-18,3040,2021,5,18,416.79,414.73
3041,2021-05-19,3041,2021,5,19,416.79,414.74
3042,2021-05-20,3042,2021,5,20,416.78,414.75
3043,2021-05-21,3043,2021,5,21,416.78,414.75
3044,2021-05-22,3044,2021,5,22,416.77,414.76
3045,2021-05-23,3045,2021,5,23,416.76,414.77
3046,2021-05-24,3046,2021,5,24,416.75,414.77
3047,2021-05-25,3047,2021,5,25,416.74,414.78
3048,2021-05-26,3048,2021,5,26,416.72,414.79
3049,2021-05-27,3049,2021,5,27,416.7,414.79
3050,2021-05-28,3050,2021,5,28,416.69,414.8
3051,2021-05-29,3051,2021,5,29,416.66,414.81
3052,2021-05-30,3052,2021,5,30,416.64,414.81
3053,2021-05-31,3053,2021,5,31,416.62,414.82
3054,2021-06-01,3054,2021,6,1,416.59,414.83
3055,2021-06-02,3055,2021,6,2,416.56,414.84
3056,2021-06-03,3056,2021,6,3,416.53,414.84
3057,2021-06-04,3057,2021,6,4,416.49,414.85
3058,2021-06-05,3058,2021,6,5,416.46,414.86
3059,2021-06-06,3059,2021,6,6,416.42,414.86
3060,2021-06-07,3060,2021,6,7,416.38,414.87
3061,2021-06-08,3061,2021,6,8,416.34,414.88
3062,2021-06-09,3062,2021,6,9,416.29,414.88
3063,2021-06-10,3063,2021,6,10,416.24,414.89
3064,2021-06-11,3064,2021,6,11,416.19,414.9
3065,2021-06-12,3065,2021,6,12,416.14,414.91
3066,2021-06-13,3066,2021,6,13,416.09,414.91
3067,2021-06-14,3067,2021,6,14,416.03,414.92
3068,2021-06-15,3068,2021,6,15,415.97,414.93
3069,2021-06-16,3069,2021,6,16,415.91,414.93
3070,2021-06-17,3070,2021,6,17,415.85,414.94
3071,2021-06-18,3071,2021,6,18,415.79,414.95
3072,2021-06-19,3072,2021,6,19,415.72,414.95
3073,2021-06-20,3073,2021,6,20,415.65,414.96
3074,2021-06-21,3074,2021,6,21,415.58,414.97
3075,2021-06-22,3075,2021,6,22,415.51,414.97
3076,2021-06-23,3076,2021,6,23,415.44,414.98
3077,2021-06-24,3077,2021,6,24,415.36,414.99
3078,2021-06-25,3078,2021,6,25,415.28,415.0
3079,2021-06-26,3079,2021,6,26,415.2,415.0
3080,2021-06-27,3080,2021,6,27,415.12,415.01
3081,2021-06-28,3081,2021,6,28,415.04,415.02
3082,2021-06-29,3082,2021,6,29,414.96,415.02
3083,2021-06-30,3083,2021,6,30,414.88,415.03
3084,2021-07-01,3084,2021,7,1,414.79,415.04
3085,2021-07-02,3085,2021,7,2,414.71,415.04
3086,2021-07-03,3086,2021,7,3,414.62,415.05
3087,2021-07-04,3087,2021,7,4,414.53,415.06
3088,2021-07-05,3088,2021,7,5,414.44,415.07
3089,2021-07-06,3089,2021,7,6,414.35,415.07
3090,2021-07-07,3090,2021,7,7,414.27,415.08
3091,2021-07-08,3091,2021,7,8,414.18,415.09
3092,2021-07-09,3092,2021,7,9,414.09,415.09
3093,2021-07-10,3093,2021,7,10,414.0,415.1
3094,2021-07-11,3094,2021,7,11,413.91,415.11
3095,2021-07-12,3095,2021,7,12,413.82,415.11
3096,2021-07-13,3096,2021,7,13,413.73,415.12
3097,2021-07-14,3097,2021,7,14,413.64,415.13
3098,2021-07-15,3098,2021,7,15,413.55,415.14
3099,2021-07-16,3099,2021,7,16,413.46,415.14
3100,2021-07-17,3100,2021,7,17,413.37,415.15
3101,2021-07-18,3101,2021,7,18,413.28,415.16
3102,2021-07-19,3102,2021,7,19,413.2,415.16
3103,2021-07-20,3103,2021,7,20,413.11,415.17
3104,2021-07-21,3104,2021,7,21,413.03,415.18
3105,2021-07-22,3105,2021,7,22,412.94,415.18
3106,2021-07-23,3106,2021,7,23,412.86,415.19
3107,2021-07-24,3107,2021,7,24,412.78,415.2
3108,2021-07-25,3108,2021,7,25,412.7,415.21
3109,2021-07-26,3109,2021,7,26,412.62,415.21
3110,2021-07-27,3110,2021,7,27,412.55,415.22
3111,2021-07-28,3111,2021,7,28,412.48,415.23
3112,2021-07-29,3112,2021,7,29,412.4,415.23
3113,2021-07-30,3113,2021,7,30,412.33,415.24
3114,2021-07-31,3114,2021,7,31,412.27,415.25
3115,2021-08-01,3115,2021,8,1,412.2,415.25
3116,2021-08-02,3116,2021,8,2,412.14,415.26
3117,2021-08-03,3117,2021,8,3,412.07,415.27
3118,2021-08-04,3118,2021,8,4,412.01,415.27
3119,2021-08-05,3119,2021,8,5,411.96,415.28
3120,2021-08-06,3120,2021,8,6,411.9,415.29
3121,2021-08-07,3121,2021,8,7,411.85,415.3
3122,2021-08-08,3122,2021,8,8,411.8,415.3
3123,2021-08-09,3123,2021,8,9,411.76,415.31
3124,2021-08-10,3124,2021,8,10,411.71,415.32
3125,2021-08-11,3125,2021,8,11,411.67,415.32
3126,2021-08-12,3126,2021,8,12,411.63,415.33
3127,2021-08-13,3127,2021,8,13,411.6,415.34
3128,2021-08-14,3128,2021,8,14,411.57,415.34
3129,2021-08-15,3129,2021,8,15,411.54,415.35
3130,2021-08-16,3130,2021,8,16,411.51,415.36
3131,2021-08-17,3131,2021,8,17,411.48,415.37
3132,2021-08-18,3132,2021,8,18,411.46,415.37
3133,2021-08-19,3133,2021,8,19,411.44,415.38
3134,2021-08-20,3134,2021,8,20,411.43,415.39
3135,2021-08-21,3135,2021,8,21,411.42,415.39
3136,2021-08-22,3136,2021,8,22,411.41,415.4
3137,2021-08-23,3137,2021,8,23,411.4,415.41
3138,2021-08-24,3138,2021,8,24,411.39,415.41
3139,2021-08-25,3139,2021,8,25,411.39,415.42
3140,2021-08-26,3140,2021,8,26,411.39,415.43
3141,2021-08-27,3141,2021,8,27,411.4,415.43
3142,2021-08-28,3142,2021,8,28,411.4,415.44
3143,2021-08-29,3143,2021,8,29,411.41,415.45
3144,2021-08-30,3144,2021,8,30,411.43,415.45
3145,2021-08-31,3145,2021,8,31,411.44,415.46
3146,2021-09-01,3146,2021,9,1,411.46,415.47
3147,2021-09-02,3147,2021,9,2,411.48,415.48
3148,2021-09-03,3148,2021,9,3,411.5,415.48
3149,2021-09-04,3149,2021,9,4,411.52,415.49
3150,2021-09-05,3150,2021,9,5,411.55,415.5
3151,2021-09-06,3151,2021,9,6,411.58,415.5
3152,2021-09-07,3152,2021,9,7,411.61,415.51
3153,2021-09-08,3153,2021,9,8,411.64,415.52
3154,2021-09-09,3154,2021,9,9,411.68,415.52
3155,2021-09-10,3155,2021,9,10,411.72,415.53
3156,2021-09-11,3156,2021,9,11,411.76,415.54
3157,2021-09-12,3157,2021,9,12,411.8,415.54
3158,2021-09-13,3158,2021,9,13,411.84,415.55
3159,2021-09-14,3159,2021,9,14,411.89,415.56
3160,2021-09-15,3160,2021,9,15,411.94,415.56
3161,2021-09-16,3161,2021,9,16,411.98,415.57
3162,2021-09-17,3162,2021,9,17,412.03,415.58
3163,2021-09-18,3163,2021,9,18,412.09,415.58
3164,2021-09-19,3164,2021,9,19,412.14,415.59
3165,2021-09-20,3165,2021,9,20,412.19,415.6
3166,2021-09-21,3166,2021,9,21,412.25,415.6
3167,2021-09-22,3167,2021,9,22,412.31,415.61
3168,2021-09-23,3168,2021,9,23,412.36,415.62
3169,2021-09-24,3169,2021,9,24,412.42,415.63
3170,2021-09-25,3170,2021,9,25,412.48,415.63
3171,2021-09-26,3171,2021,9,26,412.54,415.64
3172,2021-09-27,3172,2021,9,27,412.61,415.65
3173,2021-09-28,3173,2021,9,28,412.67,415.65
3174,2021-09-29,3174,2021,9,29,412.73,415.66
3175,2021-09-30,3175,2021,9,30,412.79,415.67
3176,2021-10-01,3176,2021,10,1,412.86,415.67
3177,2021-10-02,3177,2021,10,2,412.92,415.68
3178,2021-10-03,3178,2021,10,3,412.99,415.69
3179,2021-10-04,3179,2021,10,4,413.06,415.69
3180,2021-10-05,3180,2021,10,5,413.12,415.7
3181,2021-10-06,3181,2021,10,6,413.19,415.71
3182,2021-10-07,3182,2021,10,7,413.25,415.71
3183,2021-10-08,3183,2021,10,8,413.32,415.72
3184,2021-10-09,3184,2021,10,9,413.39,415.73
3185,2021-10-10,3185,2021,10,10,413.45,415.73
3186,2021-10-11,3186,2021,10,11,413.52,415.74
3187,2021-10-12,3187,2021,10,12,413.59,415.75
3188,2021-10-13,3188,2021,10,13,413.65,415.75
3189,2021-10-14,3189,2021,10,14,413.72,415.76
3190,2021-10-15,3190,2021,10,15,413.79,415.77
3191,2021-10-16,3191,2021,10,16,413.85,415.77
3192,2021-10-17,3192,2021,10,17,413.92,415.78
3193,2021-10-18,3193,2021,10,18,413.99,415.79
3194,2021-10-19,3194,2021,10,19,414.05,415.79
3195,2021-10-20,3195,2021,10,20,414.12,415.8
3196,2021-10-21,3196,2021,10,21,414.18,415.81
3197,2021-10-22,3197,2021,10,22,414.25,415.81
3198,2021-10-23,3198,2021,10,23,414.31,415.82
3199,2021-10-24,3199,2021,10,24,414.38,415.83
3200,2021-10-25,3200,2021,10,25,414.44,415.83
3201,2021-10-26,3201,2021,10,26,414.5,415.84
3202,2021-10-27,3202,2021,10,27,414.57,415.84
3203,2021-10-28,3203,2021,10,28,414.63,415.85
3204,2021-10-29,3204,2021,10,29,414.69,415.86
3205,2021-10-30,3205,2021,10,30,414.75,415.86
3206,2021-10-31,3206,2021,10,31,414.81,415.87
3207,2021-11-01,3207,2021,11,1,414.88,415.88
3208,2021-11-02,3208,2021,11,2,414.94,415.88
3209,2021-11-03,3209,2021,11,3,415.0,415.89
3210,2021-11-04,3210,2021,11,4,415.06,415.9
3211,2021-11-05,3211,2021,11,5,415.12,415.9
3212,2021-11-06,3212,2021,11,6,415.17,415.91
3213,2021-11-07,3213,2021,11,7,415.23,415.92
3214,2021-11-08,3214,2021,11,8,415.29,415.92
3215,2021-11-09,3215,2021,11,9,415.35,415.93
3216,2021-11-10,3216,2021,11,10,415.41,415.94
3217,2021-11-11,3217,2021,11,11,415.46,415.94
3218,2021-11-12,3218,2021,11,12,415.52,415.95
3219,2021-11-13,3219,2021,11,13,415.58,415.96
3220,2021-11-14,3220,2021,11,14,415.63,415.96
3221,2021-11-15,3221,2021,11,15,415.69,415.97
3222,2021-11-16,3222,2021,11,16,415.75,415.97
3223,2021-11-17,3223,2021,11,17,415.8,415.98
3224,2021-11-18,3224,2021,11,18,415.86,415.99
3225,2021-11-19,3225,2021,11,19,415.91,415.99
3226,2021-11-20,3226,2021,11,20,415.97,416.0
3227,2021-11-21,3227,2021,11,21,416.02,416.01
3228,2021-11-22,3228,2021,11,22,416.07,416.01
3229,2021-11-23,3229,2021,11,23,416.13,416.02
3230,2021-11-24,3230,2021,11,24,416.18,416.03
3231,2021-11-25,3231,2021,11,25,416.24,416.03
3232,2021-11-26,3232,2021,11,26,416.29,416.04
3233,2021-11-27,3233,2021,11,27,416.34,416.04
3234,2021-11-28,3234,2021,11,28,416.4,416.05
3235,2021-11-29,3235,2021,11,29,416.45,416.06
3236,2021-11-30,3236,2021,11,30,416.5,416.06
3237,2021-12-01,3237,2021,12,1,416.55,416.07
3238,2021-12-02,3238,2021,12,2,416.61,416.08
3239,2021-12-03,3239,2021,12,3,416.66,416.08
3240,2021-12-04,3240,2021,12,4,416.71,416.09
3241,2021-12-05,3241,2021,12,5,416.76,416.09
3242,2021-12-06,3242,2021,12,6,416.81,416.1
3243,2021-12-07,3243,2021,12,7,416.86,416.11
3244,2021-12-08,3244,2021,12,8,416.92,416.11
3245,2021-12-09,3245,2021,12,9,416.97,416.12
3246,2021-12-10,3246,2021,12,10,417.02,416.13
3247,2021-12-11,3247,2021,12,11,417.07,416.13
3248,2021-12-12,3248,2021,12,12,417.12,416.14
3249,2021-12-13,3249,2021,12,13,417.17,416.14
3250,2021-12-14,3250,2021,12,14,417.21,416.15
3251,2021-12-15,3251,2021,12,15,417.26,416.16
3252,2021-12-16,3252,2021,12,16,417.31,416.16
3253,2021-12-17,3253,2021,12,17,417.36,416.17
3254,2021-12-18,3254,2021,12,18,417.41,416.18
3255,2021-12-19,3255,2021,12,19,417.45,416.18
3256,2021-12-20,3256,2021,12,20,417.5,416.19
3257,2021-12-21,3257,2021,12,21,417.54,416.19
3258,2021-12-22,3258,2021,12,22,417.59,416.2
3259,2021-12-23,3259,2021,12,23,417.63,416.21
3260,2021-12-24,3260,2021,12,24,417.68,416.21
3261,2021-12-25,3261,2021,12,25,417.72,416.22
3262,2021-12-26,3262,2021,12,26,417.76,416.22
3263,2021-12-27,3263,2021,12,27,417.8,416.23
3264,2021-12-28,3264,2021,12,28,417.84,416.24
3265,2021-12-29,3265,2021,12,29,417.88,416.24
3266,2021-12-30,3266,2021,12,30,417.92,416.25
3267,2021-12-31,3267,2021,12,31,417.96,416.25
3268,2022-01-01,3268,2022,1,1,418.0,416.26
3269,2022-01-02,3269,2022,1,2,418.03,416.27
3270,2022-01-03,3270,2022,1,3,418.07,416.27
3271,2022-01-04,3271,2022,1,4,418.1,416.28
3272,2022-01-05,3272,2022,1,5,418.13,416.28
3273,2022-01-06,3273,2022,1,6,418.17,416.29
3274,2022-01-07,3274,2022,1,7,418.2,416.3
3275,2022-01-08,3275,2022,1,8,418.23,416.3
3276,2022-01-09,3276,2022,1,9,418.26,416.31
3277,2022-01-10,3277,2022,1,10,418.28,416.31
3278,2022-01-11,3278,2022,1,11,418.31,416.32
3279,2022-01-12,3279,2022,1,12,418.34,416.33
3280,2022-01-13,3280,2022,1,13,418.36,416.33
3281,2022-01-14,3281,2022,1,14,418.38,416.34
3282,2022-01-15,3282,2022,1,15,418.4,416.34
3283,2022-01-16,3283,2022,1,16,418.42,416.35
3284,2022-01-17,3284,2022,1,17,418.44,416.36
3285,2022-01-18,3285,2022,1,18,418.46,416.36
3286,2022-01-19,3286,2022,1,19,418.48,416.37
3287,2022-01-20,3287,2022,1,20,418.5,416.37
3288,2022-01-21,3288,2022,1,21,418.51,416.38
3289,2022-01-22,3289,2022,1,22,418.52,416.39
3290,2022-01-23,3290,2022,1,23,418.54,416.39
3291,2022-01-24,3291,2022,1,24,418.55,416.4
3292,2022-01-25,3292,2022,1,25,418.56,416.4
3293,2022-01-26,3293,2022,1,26,418.57,416.41
3294,2022-01-27,3294,2022,1,27,418.58,416.41
3295,2022-01-28,3295,2022,1,28,418.58,416.42
3296,2022-01-29,3296,2022,1,29,418.59,416.43
3297,2022-01-30,3297,2022,1,30,418.59,416.43
3298,2022-01-31,3298,2022,1,31,418.6,416.44
3299,2022-02-01,3299,2022,2,1,418.6,416.44
3300,2022-02-02,3300,2022,2,2,418.61,416.45
3301,2022-02-03,3301,2022,2,3,418.61,416.45
3302,2022-02-04,3302,2022,2,4,418.61,416.46
3303,2022-02-05,3303,2022,2,5,418.61,416.47
3304,2022-02-06,3304,2022,2,6,418.61,416.47
3305,2022-02-07,3305,2022,2,7,418.61,416.48
3306,2022-02-08,3306,2022,2,8,418.6,416.48
3307,2022-02-09,3307,2022,2,9,418.6,416.49
3308,2022-02-10,3308,2022,2,10,418.6,416.49
3309,2022-02-11,3309,2022,2,11,418.59,416.5
3310,2022-02-12,3310,2022,2,12,418.59,416.51
3311,2022-02-13,3311,2022,2,13,418.58,416.51
3312,2022-02-14,3312,2022,2,14,418.58,416.52
3313,2022-02-15,3313,2022,2,15,418.57,416.52
3314,2022-02-16,3314,2022,2,16,418.57,416.53
3315,2022-02-17,3315,2022,2,17,418.56,416.53
3316,2022-02-18,3316,2022,2,18,418.55,416.54
3317,2022-02-19,3317,2022,2,19,418.55,416.55
3318,2022-02-20,3318,2022,2,20,418.54,416.55
3319,2022-02-21,3319,2022,2,21,418.53,416.56
3320,2022-02-22,3320,2022,2,22,418.52,416.56
3321,2022-02-23,3321,2022,2,23,418.52,416.57
3322,2022-02-24,3322,2022,2,24,418.51,416.57
3323,2022-02-25,3323,2022,2,25,418.5,416.58
3324,2022-02-26,3324,2022,2,26,418.49,416.58
3325,2022-02-27,3325,2022,2,27,418.48,416.59
3326,2022-02-28,3326,2022,2,28,418.48,416.6
3327,2022-03-01,3327,2022,3,1,418.47,416.6
3328,2022-03-02,3328,2022,3,2,418.46,416.61
3329,2022-03-03,3329,2022,3,3,418.45,416.61
3330,2022-03-04,3330,2022,3,4,418.44,416.62
3331,2022-03-05,3331,2022,3,5,418.44,416.62
3332,2022-03-06,3332,2022,3,6,418.43,416.63
3333,2022-03-07,3333,2022,3,7,418.42,416.63
3334,2022-03-08,3334,2022,3,8,418.42,416.64
3335,2022-03-09,3335,2022,3,9,418.41,416.65
3336,2022-03-10,3336,2022,3,10,418.4,416.65
3337,2022-03-11,3337,2022,3,11,418.4,416.66
3338,2022-03-12,3338,2022,3,12,418.39,416.66
3339,2022-03-13,3339,2022,3,13,418.39,416.67
3340,2022-03-14,3340,2022,3,14,418.38,416.67
3341,2022-03-15,3341,2022,3,15,418.38,416.68
3342,2022-03-16,3342,2022,3,16,418.37,416.68
3343,2022-03-17,3343,2022,3,17,418.37,416.69
3344,2022-03-18,3344,2022,3,18,418.37,416.69
3345,2022-03-19,3345,2022,3,19,418.36,416.7
3346,2022-03-20,3346,2022,3,20,418.36,416.71
3347,2022-03-21,3347,2022,3,21,418.36,416.71
3348,2022-03-22,3348,2022,3,22,418.36,416.72
3349,2022-03-23,3349,2022,3,23,418.36,416.72
3350,2022-03-24,3350,2022,3,24,418.36,416.73
3351,2022-03-25,3351,2022,3,25,418.36,416.73
3352,2022-03-26,3352,2022,3,26,418.36,416.74
3353,2022-03-27,3353,2022,3,27,418.37,416.74
3354,2022-03-28,3354,2022,3,28,418.37,416.75
3355,2022-03-29,3355,2022,3,29,418.37,416.75
3356,2022-03-30,3356,2022,3,30,418.38,416.76
3357,2022-03-31,3357,2022,3,31,418.38,416.76
3358,2022-04-01,3358,2022,4,1,418.39,416.77
3359,2022-04-02,3359,2022,4,2,418.39,416.78
3360,2022-04-03,3360,2022,4,3,418.4,416.78
3361,2022-04-04,3361,2022,4,4,418.41,416.79
3362,2022-04-05,3362,2022,4,5,418.42,416.79
3363,2022-04-06,3363,2022,4,6,418.43,416.8
3364,2022-04-07,3364,2022,4,7,418.44,416.8
3365,2022-04-08,3365,2022,4,8,418.45,416.81
3366,2022-04-09,3366,2022,4,9,418.46,416.81
3367,2022-04-10,3367,2022,4,10,418.47,416.82
3368,2022-04-11,3368,2022,4,11,418.49,416.82
3369,2022-04-12,3369,2022,4,12,418.5,416.83
3370,2022-04-13,3370,2022,4,13,418.51,416.83
3371,2022-04-14,3371,2022,4,14,418.53,416.84
3372,2022-04-15,3372,2022,4,15,418.55,416.84
3373,2022-04-16,3373,2022,4,16,418.56,416.85
3374,2022-04-17,3374,2022,4,17,418.58,416.85
3375,2022-04-18,3375,2022,4,18,418.6,416.86
3376,2022-04-19,3376,2022,4,19,418.62,416.86
3377,2022-04-20,3377,2022,4,20,418.64,416.87
3378,2022-04-21,3378,2022,4,21,418.66,416.88
3379,2022-04-22,3379,2022,4,22,418.68,416.88
3380,2022-04-23,3380,2022,4,23,418.7,416.89
3381,2022-04-24,3381,2022,4,24,418.72,416.89
3382,2022-04-25,3382,2022,4,25,418.74,416.9
3383,2022-04-26,3383,2022,4,26,418.76,416.9
3384,2022-04-27,3384,2022,4,27,418.78,416.91
3385,2022-04-28,3385,2022,4,28,418.8,416.91
3386,2022-04-29,3386,2022,4,29,418.82,416.92
3387,2022-04-30,3387,2022,4,30,418.84,416.92
